x, y, z, size 
118.551163, -121.309196, 413.840820, 1.554319, 930.622375 
-33.809540, -111.985054, 368.787811, 1.729366, 974.583374 
-37.263687, -88.429626, 245.059921, 1.116125, 700.718323 
-104.237961, 124.083488, 308.676910, 1.136959, 50001.550781 
-96.104393, -95.991837, 250.816681, 1.388930, 683.787048 
29.297895, -42.231819, 293.900757, 1.931610, 633.000000 
25.806864, 139.032867, 321.990356, 1.368039, 309.856354 
-99.235428, -77.735687, 351.728394, 1.961551, 50001.562500 
74.634216, -50.236401, 373.090637, 1.526077, 1007.516907 
-101.298637, -72.850357, 421.916931, 1.043945, 638.652283 
91.178322, -94.911888, 427.451050, 1.483866, 615.755981 
-12.747364, 47.603001, 217.738785, 1.883407, 490.706970 
94.058212, -96.065437, 194.326431, 1.504621, 591.865051 
-21.964420, 67.772591, 421.330139, 1.151184, 936.288879 
54.231850, 87.899925, 408.856628, 1.082065, 854.231262 
-32.788918, -12.969154, 242.677521, 1.743711, 661.646362 
-102.278496, 151.312653, 346.035522, 1.808180, 50001.582031 
-41.278866, 91.647141, 273.900024, 1.871735, 50001.585938 
-2.490249, 37.094730, 137.146301, 0.984376, 865.583618 
-118.893318, 90.374084, 386.800201, 1.427423, 892.319031 
-35.284870, 105.801727, 258.612366, 1.388876, 841.637573 
139.818283, -12.090803, 281.493225, 1.227046, 50001.593750 
34.498688, 20.162378, 172.410706, 1.003716, 675.176880 
20.205099, -54.439667, 414.526215, 1.722407, 506.538818 
-25.011654, -7.057849, 189.985382, 1.235040, 742.579712 
-23.227962, 73.673935, 403.895721, 1.940545, 50001.605469 
-110.894928, 51.860672, 315.516602, 1.380130, 758.399475 
-57.174194, -45.697716, 418.069702, 1.308661, 1503.727295 
-60.989639, 110.761688, 232.339874, 1.923768, 787.660583 
-3.060087, 9.147546, 324.022095, 1.964478, 436.321838 
-128.886047, 30.360550, 410.071533, 1.034019, 466.422028 
67.130539, -26.747061, 346.896057, 1.270537, 50001.621094 
-8.271272, 83.031258, 159.473206, 1.625448, 506.932159 
19.665373, -45.407326, 222.715790, 1.114310, 577.904297 
-57.739082, -72.742790, 334.567749, 1.781832, 978.104187 
20.655163, 79.194046, 245.315994, 1.727020, 427.097961 
-19.989986, -33.782867, 112.392517, 1.751661, 261.313324 
95.209709, 105.544952, 420.955139, 1.108491, 888.088989 
-121.850922, 138.045731, 238.465057, 0.964062, 477.936829 
22.270311, 2.974063, 290.751465, 1.853710, 783.472473 
78.853012, 42.413338, 373.269775, 1.228669, 50001.640625 
75.030998, -53.928112, 329.324280, 1.207378, 50001.644531 
-30.434875, -117.744789, 410.830872, 1.716252, 609.997192 
83.659912, -94.242981, 367.195221, 1.541374, 605.771790 
7.204947, 46.533131, 184.566772, 1.323467, 363.993103 
138.400482, 73.995422, 309.739960, 1.464817, 903.630066 
-25.650066, -77.469856, 171.594177, 1.121136, 589.416809 
-83.845978, -118.747589, 342.926941, 1.863458, 50001.660156 
-85.979607, 9.378965, 403.794495, 1.492792, 586.828979 
120.844643, -80.718452, 320.905029, 1.157367, 342.252502 
3.214864, -38.824917, 255.543945, 1.656062, 50001.667969 
47.315796, -74.843010, 288.907288, 1.737330, 431.701019 
10.321630, 91.839706, 315.798615, 1.680637, 464.384308 
112.810822, -105.621140, 356.689301, 1.418523, 952.843079 
-38.470989, 12.695911, 283.923065, 1.467168, 587.367859 
-12.558014, 36.216259, 274.786652, 1.133283, 903.503723 
137.695694, 51.804989, 419.942871, 1.356345, 768.781433 
41.758026, 109.427223, 387.931488, 1.542634, 320.026154 
0.355782, 50.191860, 317.535645, 1.430235, 301.997223 
113.848251, -85.719498, 235.197998, 1.050241, 1467.764771 
-82.429924, -143.431839, 397.958679, 1.913276, 50001.691406 
-134.115295, -54.414337, 321.889099, 1.666058, 551.294373 
-112.849228, 13.467300, 314.700867, 1.374425, 445.423157 
-23.831266, -7.966643, 207.967651, 1.893170, 259.971619 
-74.960060, -114.557281, 299.335266, 1.446409, 876.597168 
25.096046, -60.938286, 272.272278, 0.975136, 488.458527 
-83.076698, -3.888810, 369.371948, 1.382348, 623.255249 
-9.073025, -109.336731, 326.191925, 1.226617, 841.298523 
97.521904, 122.052521, 405.971191, 0.968348, 318.724823 
-121.435959, -4.454388, 301.309509, 1.163874, 355.800018 
121.269463, 37.765823, 399.119965, 0.978694, 50001.714844 
57.828442, 90.194458, 330.393494, 1.054641, 535.001404 
102.158684, 96.270065, 284.023621, 1.649728, 405.836243 
118.845451, -134.373901, 219.725250, 1.363194, 244.621140 
-34.152027, -18.159363, 278.354706, 1.726031, 489.572693 
-123.141479, 127.400421, 428.620392, 1.004530, 50001.726562 
-73.836945, 23.649538, 341.428955, 1.689545, 914.682861 
-115.557312, 111.587372, 347.857849, 1.326544, 480.046967 
105.204010, 63.967476, 362.386169, 1.918712, 50001.734375 
-67.444534, -69.147720, 423.131836, 1.220840, 886.340332 
70.415421, -70.689575, 419.307922, 1.275795, 682.041260 
-44.621284, 71.629501, 358.677612, 1.609306, 617.179626 
97.734329, -87.994804, 272.432007, 1.949835, 603.964050 
-120.646957, 148.170303, 244.004395, 1.939958, 993.371765 
-7.237453, 81.348915, 344.577209, 1.175541, 269.776245 
-52.206230, 57.436333, 330.798462, 1.580812, 858.147766 
-130.357666, 61.287106, 261.194061, 1.960089, 718.864319 
-4.730511, 34.470497, 228.928375, 1.050538, 491.452759 
-49.439827, -119.927231, 346.716888, 0.975120, 767.581055 
89.780373, 18.790096, 257.802429, 1.784904, 50001.761719 
-62.614716, 25.886539, 422.423157, 1.849639, 302.973907 
-124.479019, -133.506607, 268.101898, 1.370439, 1862.226562 
-105.529022, 104.088722, 244.742126, 1.865701, 50001.769531 
-128.805710, 143.753723, 354.302917, 1.470583, 1731.400024 
-39.285221, 151.081848, 335.303772, 1.388424, 50001.773438 
77.616600, 97.259628, 218.523453, 1.452732, 50001.777344 
28.807890, -27.364162, 359.855133, 1.389530, 1804.599976 
80.699509, -142.737579, 409.526550, 1.441180, 501.963013 
97.993782, 13.716946, 252.481628, 1.577212, 620.623718 
81.890228, -80.589622, 171.187408, 1.880322, 634.955505 
92.961761, -33.415833, 256.053986, 1.408419, 378.162201 
-111.822639, -64.429359, 367.117310, 1.614731, 259.056213 
36.065155, -129.263733, 240.996140, 1.698289, 629.033325 
30.682924, 152.984970, 309.790588, 1.286968, 301.510834 
-121.133148, -49.863178, 403.490753, 1.176964, 458.819122 
126.712105, 0.906718, 275.290131, 1.392752, 50001.800781 
-54.675266, 161.726913, 372.915649, 1.167702, 514.537720 
-79.872864, -100.497734, 206.196014, 1.337366, 914.238831 
-86.394875, -152.071320, 433.220947, 1.719909, 50001.808594 
-4.971769, 86.285751, 359.646515, 1.115928, 267.480408 
-49.611195, -119.928596, 209.152069, 1.352737, 578.710571 
-30.550388, 0.557719, 236.187744, 1.813719, 281.200928 
-119.176529, 110.121460, 389.755432, 1.999665, 943.026123 
-35.234592, 107.008690, 310.930756, 1.066946, 517.395203 
-132.985748, 124.502426, 334.493805, 1.472555, 887.332458 
-69.519356, 117.835289, 430.168243, 1.444456, 1438.653687 
-25.302780, 43.558395, 258.460510, 1.932031, 610.858887 
-74.614265, -101.455688, 325.253418, 1.393279, 530.180786 
106.896500, 137.736938, 376.631287, 1.614039, 494.074738 
-59.491074, 59.904495, 307.613861, 1.942071, 50001.835938 
23.674690, 67.284409, 423.941772, 1.704195, 605.872437 
61.157955, -118.670448, 318.470459, 1.164984, 409.891754 
-79.801315, -122.375298, 430.748352, 1.822371, 968.184448 
3.702420, 121.072838, 227.742752, 1.414491, 656.250000 
14.470338, -112.910446, 426.928467, 1.888809, 511.868469 
-73.715172, -138.713425, 241.019455, 1.802200, 661.965515 
-15.778721, 17.864174, 238.515686, 0.978917, 616.254333 
-27.359341, -34.175800, 161.546524, 1.428776, 301.600006 
-101.662415, -49.400345, 422.929352, 1.566666, 257.597443 
-49.047829, -61.511055, 350.237061, 1.466364, 50001.859375 
-99.280968, -17.619394, 357.865234, 1.193321, 350.815918 
37.655457, 34.177723, 131.554962, 1.904341, 975.850586 
57.457390, 22.353445, 189.939240, 1.743113, 50001.867188 
44.583736, -4.207128, 283.417542, 1.451832, 531.486755 
-7.874331, -144.013000, 434.038757, 1.941246, 50001.871094 
21.779655, 18.880901, 218.387009, 1.543455, 950.000000 
-22.398035, -139.274826, 282.528961, 1.551863, 658.811584 
76.595184, 57.991329, 245.267929, 1.937793, 624.803040 
135.118149, 14.444741, 262.459595, 1.346900, 774.185974 
79.785744, 9.970104, 233.350784, 1.958803, 782.118042 
56.579887, 103.637611, 287.168457, 1.388366, 440.630798 
-2.274812, -68.047249, 245.690170, 1.297090, 252.912491 
-33.585598, -87.892303, 263.978241, 1.918164, 1432.685669 
12.738132, 120.121979, 199.210571, 1.342776, 248.357697 
-114.589050, 137.848312, 292.781830, 1.063727, 513.108093 
-81.806969, -114.762024, 304.346771, 1.665443, 764.323975 
61.518734, 127.915024, 365.474121, 1.194449, 306.467194 
94.552704, -120.084290, 267.774841, 0.988822, 547.291077 
28.066132, -2.450181, 197.984543, 1.786346, 468.000000 
-100.272827, -116.999031, 239.956406, 1.960753, 50001.910156 
-64.862617, -56.711918, 240.209503, 1.773194, 1005.241699 
-75.398010, -149.757156, 363.651733, 1.615638, 50001.914062 
-70.535065, 159.567047, 334.295013, 1.871827, 50001.917969 
31.066811, -22.016279, 325.645569, 1.050701, 768.240845 
68.450638, -12.528286, 309.612976, 1.368892, 1748.237549 
33.615715, -79.407112, 366.976105, 1.850572, 620.198730 
65.554482, 12.670551, 247.830017, 1.807279, 620.319824 
-4.416295, -82.132561, 257.117065, 1.914962, 250.523651 
-104.211288, 91.762566, 387.443787, 1.646064, 1236.652954 
122.285843, -47.806065, 274.480194, 1.947195, 461.854736 
-46.833096, -78.604744, 176.854248, 1.491787, 303.325134 
97.802994, -21.309088, 244.714813, 1.377056, 566.611206 
15.426172, 76.001038, 316.219513, 1.113999, 378.989929 
-113.441505, -39.218094, 376.071625, 1.642406, 430.390350 
16.127439, -139.266342, 362.571228, 1.976085, 295.705627 
-15.875931, 36.889900, 267.395050, 1.872105, 50001.949219 
-74.190948, -102.162872, 245.147095, 1.564461, 749.696167 
-40.402763, 45.942482, 245.602676, 1.612364, 502.362732 
42.820354, 126.871529, 276.431091, 1.826164, 792.920654 
-51.260971, 70.703850, 276.886688, 1.596557, 50001.957031 
-19.606184, -22.546812, 262.084381, 1.769413, 50001.960938 
92.735985, 119.840881, 322.551819, 1.851432, 50001.960938 
128.164474, -135.800171, 333.605957, 1.267226, 957.288147 
-56.978325, 72.825417, 393.973938, 1.622273, 776.720154 
-37.895020, 58.670277, 388.973175, 1.315545, 606.736084 
-97.875183, 47.716656, 363.904846, 1.421505, 605.311157 
-119.530525, 63.221428, 334.366089, 1.437696, 830.545776 
36.432137, 1.318292, 196.618073, 1.083749, 1858.687500 
116.672783, 98.976105, 198.193420, 1.120861, 855.455017 
117.341095, 8.582237, 300.526886, 0.978642, 498.409790 
-31.065273, 9.760286, 262.338501, 1.217398, 503.062744 
